2.00e-03,2.2099e+06
1.00e-03,4.1300e+06
6.67e-04,5.8343e+06
5.00e-04,7.3937e+06
4.00e-04,8.8791e+06
3.33e-04,1.0364e+07
2.86e-04,1.1926e+07
